,id,speaker,text,topic,token,polarity,subjectivity,certainty
14,42,KAMALA HARRIS,I absolutely support reinstating the protections of Roe v,abortion,"['absolutely', 'support', 'reinstate', 'the', 'protection', 'roe', 'v']",0.2,0.9,1.0
15,44,DONALD TRUMP,"Excuse me, I have to respond",abortion,"['excuse', 'have', 'respond']",-0.05,0.05,1.0
16,46,DONALD TRUMP,Would you do that? Why don't you ask her that question --,abortion,"['would', 'do', 'that', 'do', 'not', 'ask', 'that', 'question']",0.0,0.0,-0.4
17,47,KAMALA HARRIS,Why don't you answer the question would you veto ΓÇô,abortion,"['do', 'not', 'answer', 'the', 'question', 'would', 'veto', 'γçô']",0.0,0.0,-0.4
18,48,DONALD TRUMP,That's the problem,abortion,"['that', 'be', 'the', 'problem']",0.0,0.0,1.0
19,49,KAMALA HARRIS,"Answer the question, would you veto--",abortion,"['answer', 'the', 'question', 'would', 'veto']",0.0,0.0,-0.4
20,50,DONALD TRUMP,"You could do abortions in the seventh month, the eighth month, the ninth month -",abortion,"['can', 'do', 'abortion', 'the', 'seventh', 'month', 'the', 'eighth', 'month', 'the', 'ninth', 'month']",0.0,0.0,0.0
21,51,KAMALA HARRIS,That's not true.,abortion,"['that', 'be', 'not', 'true']",-0.175,0.65,1.0
22,52,DONALD TRUMP,And probably after birth,abortion,"['probably', 'birth']",0.0,0.0,0.25
23,55,KAMALA HARRIS,"So I'm the only person on this stage who has prosecuted transnational criminal organizations for the trafficking of guns, drugs, and human beings",immigration,"['be', 'the', 'only', 'person', 'this', 'stage', 'who', 'have', 'prosecute', 'transitional', 'criminal', 'organization', 'the', 'trafficking', 'gun', 'drug', 'human', 'being']",-0.13333333333333333,0.55,1.0
24,57,DONALD TRUMP,"Well, I would like to respond.",immigration,"['well', 'would', 'like', 'respond']",0.0,0.0,-0.5
25,59,DONALD TRUMP,First let me respond as to the rallies,immigration,"['first', 'let', 'respond', 'the', 'rally']",0.25,0.3333333333333333,1.0
26,61,DONALD TRUMP,"Well, I've seen people on television",immigration,"['well', 'have', 'see', 'person', 'television']",0.0,0.0,1.0
27,63,DONALD TRUMP,The people on television say my dog was taken and used for food,immigration,"['the', 'person', 'television', 'say', 'dog', 'be', 'take', 'used', 'food']",0.0,0.0,0.25
28,65,DONALD TRUMP,But the people on television say their dog was eaten by the people that went there.,immigration,"['the', 'person', 'television', 'say', 'dog', 'be', 'eat', 'the', 'person', 'that', 'go', 'there']",0.0,0.0,0.25
29,67,DONALD TRUMP,We'll find out,immigration,"['will', 'find']",0.0,0.0,0.6666666666666666
30,69,KAMALA HARRIS,Talk about extreme,immigration,"['talk', 'extreme']",-0.125,1.0,1.0
31,71,DONALD TRUMP,Yeah,immigration,['yeah'],0.0,0.0,1.0
32,73,DONALD TRUMP,With local police.,immigration,"['local', 'police']",0.0,0.0,0.25
33,75,DONALD TRUMP,Yeah,immigration,['yeah'],0.0,0.0,1.0
34,77,DONALD TRUMP,"use me, the FBI -- they were defrauding statements",crime,"['use', 'the', 'foi', 'be', 'fraud', 'statement']",0.0,0.0,1.0
35,79,KAMALA HARRIS,"Well, I think this is so rich",crime,"['well', 'think', 'this', 'be', 'rich']",0.375,0.75,0.5
36,81,DONALD TRUMP,Excuse me,crime,['excuse'],-0.05,0.05,1.0
37,83,KAMALA HARRIS,Well let's talk about extreme,crime,"['well', 'let', 'is', 'talk', 'extreme']",-0.125,1.0,1.0
38,86,DONALD TRUMP,This is the one that weaponized,crime,"['this', 'be', 'the', 'one', 'that', 'weaponize']",0.0,0.0,0.75
39,89,KAMALA HARRIS,So my values have not changed,values,"['value', 'have', 'not', 'change']",0.0,0.0,1.0
40,91,DONALD TRUMP,"Well, first of all, I wasn't given $400 million",values,"['well', 'first', 'all', 'be', 'not', 'give', '400', 'million']",0.25,0.3333333333333333,0.75
41,93,DONALD TRUMP,"In Minnesota, she went out -- wait a minute",values,"['minnesota', 'go', 'wait', 'a', 'minute']",0.0,0.0,1.0
42,95,DONALD TRUMP,"She went out -- she went out in Minnesota and wanted to let criminals that killed people, that burned down Minneapolis, she went out and raised money to get them out of jail",values,"['go', 'go', 'out', 'minnesota', 'want', 'let', 'criminal', 'that', 'killed', 'person', 'burn', 'minneapolis', 'go', 'out', 'raise', 'money', 'get', 'jail']",-0.23333333333333336,0.18333333333333335,1.0
43,97,DONALD TRUMP,These are not good things for the environment that she understands.,values,"['these', 'be', 'not', 'good', 'thing', 'the', 'environment', 'understand']",-0.35,0.6000000000000001,1.0
44,100,DONALD TRUMP,You just said a thing that isn't covered,capitol attack,"['just', 'say', 'a', 'thing', 'that', 'be', 'not', 'cover']",0.0,0.0,0.25
45,102,DONALD TRUMP,"But when are those, David, when are those people going to be prosecuted? When are the people that burned down Minneapolis going to be prosecuted or in Seattle? They went into Seattle, they took over a big percentage of the city of Seattle",capitol attack,"['be', 'those', 'david', 'be', 'those', 'person', 'go', 'be', 'prosecute', 'be', 'the', 'person', 'burn', 'minneapolis', 'go', 'be', 'prosecute', 'seattle', 'go', 'seattle', 'take', 'a', 'big', 'percentage', 'the', 'city', 'seattle']",0.0,0.1,1.0
46,104,DONALD TRUMP,You might ask her that question.,capitol attack,"['might', 'ask', 'that', 'question']",0.0,0.0,-0.2
47,106,DONALD TRUMP,I had nothing to do with that other than they asked me to make a speech,capitol attack,"['have', 'nothing', 'do', 'that', 'other', 'ask', 'make', 'a', 'speech']",-0.125,0.375,1.0
48,108,KAMALA HARRIS,I was at the Capitol on January 6th,capitol attack,"['be', 'the', 'capitol', 'january', 'th']",0.0,0.0,1.0
49,110,DONALD TRUMP,"I have said blood bash, bath",capitol attack,"['have', 'say', 'blood', 'base', 'bath']",-0.8,1.0,0.25
50,112,DONALD TRUMP,"Those people are killing many people, unlike J-6.",2020 election,"['those', 'person', 'be', 'kill', 'many', 'person', 'j']",0.5,0.5,0.5
51,114,DONALD TRUMP,I said that?,2020 election,['say'],0.0,0.0,0.25
52,116,DONALD TRUMP,"No, I don't acknowledge that at all.",2020 election,"['no', 'do', 'not', 'acknowledge', 'that', 'all']",0.0,0.0,1.0
53,118,DONALD TRUMP,I said that sarcastically,2020 election,"['say', 'that', 'sarcastically']",0.0,0.0,0.25
54,120,DONALD TRUMP,No judge looked at it.,2020 election,"['no', 'judge', 'look']",0.0,0.0,0.75
55,122,DONALD TRUMP,They said we didn't have standing,2020 election,"['say', 'do', 'not', 'have', 'standing']",0.0,0.0,0.25
56,124,KAMALA HARRIS,Donald Trump was fired by 81 million people,2020 election,"['donald', 'tramp', 'be', 'fire', '81', 'million', 'person']",0.0,0.0,0.75
57,126,DONALD TRUMP,Let me just tell you about world leaders,2020 election,"['let', 'just', 'tell', 'world', 'leader']",0.0,0.0,1.0
58,128,DONALD TRUMP,But he had 14 million votes,2020 election,"['have', '14', 'million', 'vote']",0.0,0.0,0.75
59,131,KAMALA HARRIS,"Well, let's understand how we got here",israel hamas war,"['well', 'let', 'is', 'understand', 'get', 'here']",0.0,0.0,1.0
60,133,DONALD TRUMP,If I were president it would have never started,israel hamas war,"['be', 'president', 'would', 'have', 'never', 'start']",0.0,0.0,-0.5
61,135,KAMALA HARRIS,That's absolutely not true,israel hamas war,"['that', 'be', 'absolutely', 'not', 'true']",-0.175,0.65,1.0
62,137,DONALD TRUMP,"They're the ones -- and she's the one that caused it, that's weak on national security by allowing every nation last month for the year, 168 different countries sending people into our country",israel hamas war,"['be', 'the', 'one', 'be', 'the', 'one', 'that', 'cause', 'that', 'be', 'weak', 'national', 'security', 'allow', 'every', 'nation', 'last', 'month', 'the', 'year', '168', 'different', 'country', 'send', 'person', 'country']",-0.125,0.4305555555555555,0.75
63,139,DONALD TRUMP,Gets paid a lot of money --,israel hamas war,"['get', 'paid', 'a', 'lot', 'money']",0.0,0.0,1.0
64,142,DONALD TRUMP,I want the war to stop,russo ukranian war,"['want', 'the', 'war', 'stop']",0.0,0.0,-0.25
65,144,DONALD TRUMP,They threw him out of a campaign like a dog,russo ukranian war,"['throw', 'a', 'campaign', 'a', 'dog']",0.0,0.0,1.0
66,146,DONALD TRUMP,...that doesn't know he's alive.,russo ukranian war,"['do', 'not', 'know', 'be', 'alive']",0.1,0.4,1.0
67,148,DONALD TRUMP,I think it's in the U.S,russo ukranian war,"['think', 'be', 'the', 'us']",0.0,0.0,0.5
68,150,KAMALA HARRIS,"Well, first of all, it's important to remind the former president you're not running against Joe Biden, you're running against me",russo ukranian war,"['well', 'first', 'all', 'be', 'important', 'remind', 'the', 'former', 'president', 'be', 'not', 'run', 'joe', 'widen', 'be', 'run']",0.21666666666666667,0.4444444444444444,0.75
69,152,DONALD TRUMP,I have to respond.,russo ukranian war,"['have', 'respond']",0.0,0.0,1.0
70,154,DONALD TRUMP,"Putin would be sitting in Moscow and he wouldn't have lost 300,000 men and women",russo ukranian war,"['put', 'would', 'be', 'sit', 'would', 'not', 'have', 'lose', '300,000', 'man', 'woman']",0.0,0.0,-0.3611111111111111
71,156,DONALD TRUMP,"Quiet, please",russo ukranian war,"['quiet', 'please']",0.0,0.3333333333333333,1.0
72,158,DONALD TRUMP,And that's the kind of talent we have with her,russo ukranian war,"['that', 'be', 'the', 'kind', 'talent', 'have']",0.6,0.9,1.0
73,160,KAMALA HARRIS,"Yet again, I said it at the beginning of this debate, you're going to hear a bunch of lies coming from this fella",russo ukranian war,"['yet', 'again', 'say', 'the', 'begin', 'this', 'debate', 'be', 'go', 'hear', 'a', 'bunch', 'lie', 'come', 'this', 'fell']",0.0,0.0,0.0
74,162,DONALD TRUMP,"David, one thing.",russo ukranian war,"['david', 'one', 'thing']",0.0,0.0,0.75
75,164,DONALD TRUMP,"Secretary General Stoltenberg said Trump did the most amazing thing I've ever seen, he got these countries, the 28 countries at the time, to pay up",russo ukranian war,"['secretary', 'general', 'stoltenberg', 'say', 'tramp', 'do', 'the', 'most', 'amazing', 'thing', 'have', 'ever', 'see', 'get', 'these', 'country', 'the', '28', 'country', 'the', 'time', 'pay', 'up']",0.38333333333333336,0.6333333333333333,0.5
76,166,DONALD TRUMP,Otherwise we would've never gotten it,afghanistan,"['otherwise', 'would', 'have', 'never', 'get']",0.0,0.0,-0.5
77,168,KAMALA HARRIS,"Well, I will tell you, I agreed with President Biden's decision to pull out of Afghanistan",afghanistan,"['well', 'will', 'tell', 'agree', 'president', 'widen', 'is', 'decision', 'pull']",0.0,0.0,0.75
78,170,DONALD TRUMP,"Yeah, thank you",afghanistan,"['yeah', 'thank']",0.0,0.0,1.0
79,172,DONALD TRUMP,And these people did the worst withdrawal and in my opinion the most embarrassing moment in the history of our country,race,"['these', 'person', 'do', 'the', 'worst', 'withdrawal', 'opinion', 'the', 'most', 'embarrassing', 'moment', 'the', 'history', 'country']",-0.25,0.75,0.0
80,174,DONALD TRUMP,I don't,race,"['do', 'not']",0.0,0.0,1.0
81,176,DONALD TRUMP,I don't know,race,"['do', 'not', 'know']",0.0,0.0,-0.375
82,178,KAMALA HARRIS,"I think it's ΓÇô I mean honestly, I think it's a tragedy that we have someone who wants to be president who has consistently over the course of his career attempted to use race to divide the American people",race,"['think', 'be', 'γçô', 'mean', 'honestly', 'think', 'be', 'a', 'tragedy', 'have', 'someone', 'who', 'want', 'be', 'president', 'who', 'have', 'consistently', 'the', 'course', 'career', 'attempt', 'use', 'race', 'divide', 'the', 'american', 'person']",0.134375,0.459375,0.5
83,181,DONALD TRUMP,This is the most divisive presidency in the history of our country,race,"['this', 'be', 'the', 'most', 'division', 'presidency', 'the', 'history', 'country']",0.5,0.5,1.0
84,183,KAMALA HARRIS,"I want to respond to that, though",race,"['want', 'respond']",0.0,0.0,1.0
85,186,DONALD TRUMP,She is destroying our country,race,"['be', 'destroy', 'country']",-0.2,0.0,1.0
86,188,KAMALA HARRIS,The former president has said something twice and I need to respond too,healthcare,"['the', 'former', 'president', 'have', 'say', 'something', 'twice', 'need', 'respond', 'too']",0.0,0.0,0.75
87,190,DONALD TRUMP,Obamacare was lousy health care,healthcare,"['obamacare', 'be', 'louse', 'health', 'care']",0.0,0.0,1.0
88,192,DONALD TRUMP,I have concepts of a plan,healthcare,"['have', 'concept', 'a', 'plan']",0.0,0.0,1.0
89,194,KAMALA HARRIS,"Well, first of all, I absolutely support and over the last four years as vice president private health care options",healthcare,"['well', 'first', 'all', 'absolutely', 'support', 'the', 'last', 'four', 'year', 'vice', 'president', 'private', 'health', 'care', 'option']",0.1125,0.41875,0.9166666666666666
90,196,DONALD TRUMP,She made a mistake,healthcare,"['make', 'a', 'mistake']",0.0,0.0,1.0
91,198,DONALD TRUMP,People are paying privately for insurance that have worked hard and made money and they want to have private,climate change,"['person', 'be', 'pay', 'privately', 'insurance', 'that', 'have', 'work', 'hard', 'make', 'money', 'want', 'have', 'private']",-0.09722222222222222,0.4305555555555555,1.0
92,200,KAMALA HARRIS,"Well, the former president had said that climate change is a hoax",climate change,"['well', 'the', 'former', 'president', 'have', 'say', 'that', 'climate', 'change', 'be', 'a', 'hoax']",0.0,0.0,0.25
93,202,DONALD TRUMP,That didn't happen under Donald Trump,climate change,"['that', 'do', 'not', 'happen', 'donald', 'tramp']",0.0,0.0,1.0
94,206,KAMALA HARRIS,So I think you've heard tonight two very different visions for our country,closing statements,"['think', 'have', 'hear', 'tonight', 'two', 'very', 'different', 'vision', 'country']",0.0,0.78,0.4166666666666667
95,208,DONALD TRUMP,"So, she just started by saying she's going to do this, she's going to do that, she's going to do all these wonderful things",closing statements,"['so', 'just', 'start', 'say', 'be', 'go', 'do', 'this', 'be', 'go', 'do', 'that', 'be', 'go', 'do', 'all', 'these', 'wonderful', 'thing']",1.0,1.0,1.0
96,14,KAMALA HARRIS,And I am actually the only person on this stage who has a plan that is about lifting up the middle class and working people of America,economy,"['be', 'actually', 'the', 'only', 'person', 'this', 'stage', 'who', 'have', 'a', 'plan', 'that', 'be', 'lift', 'the', 'middle', 'class', 'working', 'person', 'america']",0.0,0.3666666666666667,1.0
97,14,KAMALA HARRIS,"I believe in the ambition, the aspirations, the dreams of the American people",economy,"['believe', 'the', 'ambition', 'the', 'aspiration', 'the', 'dream', 'the', 'american', 'person']",0.0,0.0,0.5
98,14,KAMALA HARRIS,And that is why I imagine and have actually a plan to build what I call an opportunity economy,economy,"['that', 'be', 'imagine', 'have', 'actually', 'a', 'plan', 'build', 'what', 'call', 'an', 'opportunity', 'economy']",0.0,0.1,0.0
99,14,KAMALA HARRIS,Because here's the thing,economy,"['here', 'be', 'the', 'thing']",0.0,0.0,1.0
100,14,KAMALA HARRIS,"We know that we have a shortage of homes and housing, and the cost of housing is too expensive for far too many people",economy,"['know', 'have', 'a', 'shortage', 'home', 'housing', 'the', 'cost', 'housing', 'be', 'too', 'expensive', 'far', 'too', 'many', 'person']",0.033333333333333326,0.7333333333333334,0.5
101,14,KAMALA HARRIS,We know that young families need support to raise their children,economy,"['know', 'young', 'family', 'need', 'support', 'raise', 'child']",0.1,0.4,0.75
102,14,KAMALA HARRIS,"And I intend on extending a tax cut for those families of $6,000, which is the largest child tax credit that we have given in a long time",economy,"['intend', 'extend', 'a', 'tax', 'cut', 'those', 'family', '6,000', 'which', 'be', 'the', 'largest', 'child', 'tax', 'credit', 'that', 'have', 'give', 'a', 'long', 'time']",-0.05,0.4,0.75
103,14,KAMALA HARRIS,"So that those young families can afford to buy a crib, buy a car seat, buy clothes for their children",economy,"['so', 'those', 'young', 'family', 'can', 'afford', 'buy', 'a', 'crib', 'buy', 'a', 'car', 'seat', 'buy', 'clothe', 'child']",0.1,0.4,0.0
104,14,KAMALA HARRIS,"My passion, one of them, is small businesses",economy,"['passion', 'one', 'be', 'small', 'business']",-0.25,0.4,1.0
105,14,KAMALA HARRIS,I was actually -- my mother raised my sister and me but there was a woman who helped raise us,economy,"['be', 'actually', 'mother', 'raise', 'sister', 'there', 'be', 'a', 'woman', 'who', 'help', 'raise']",0.0,0.1,1.0
106,14,KAMALA HARRIS,We call her our second mother,economy,"['call', 'second', 'mother']",0.0,0.0,1.0
107,14,KAMALA HARRIS,She was a small business owner,economy,"['be', 'a', 'small', 'business', 'owner']",-0.25,0.4,1.0
108,14,KAMALA HARRIS,I love our small businesses,economy,"['love', 'small', 'business']",0.125,0.5,1.0
109,14,KAMALA HARRIS,"My plan is to give a $50,000 tax deduction to start-up small businesses, knowing they are part of the backbone of America's economy",economy,"['plan', 'be', 'give', 'a', '50,000', 'tax', 'deduction', 'start-up', 'small', 'business', 'know', 'be', 'part', 'the', 'backbone', 'america', 'is', 'economy']",-0.25,0.4,0.75
110,14,KAMALA HARRIS,"My opponent, on the other hand, his plan is to do what he has done before, which is to provide a tax cut for billionaires and big corporations, which will result in $5 trillion to America's deficit",economy,"['opponent', 'the', 'other', 'hand', 'plan', 'be', 'do', 'what', 'have', 'do', 'which', 'be', 'provide', 'a', 'tax', 'cut', 'millionaire', 'big', 'corporation', 'which', 'will', 'result', '5', 'trillion', 'america', 'is', 'deficit']",-0.0625,0.2375,0.75
